Part Type,Part Number,Serial Number,Date,Process,Pass / Fail,Failure Type,Details,,,,,
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01804,1/11/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01805,1/11/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01806,1/11/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01807,1/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01808,1/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01809,1/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01810,1/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01811,1/26/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01812,1/26/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01813,1/26/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01814,1/26/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01815,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01816,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01817,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01818,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01819,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01820,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01821,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01822,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01823,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01824,2/2/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01825,2/4/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01826,2/11/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01827,2/11/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01828,2/11/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01829,2/11/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01830,2/11/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01831,2/11/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01832,2/16/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01833,2/16/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01834,2/16/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01835,2/16/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01836,2/16/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01837,2/16/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01838,2/16/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01839,2/16/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01840,2/19/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01841,2/19/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01842,2/22/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01843,2/22/2016,ATI,Fail,No Solder,U12,,,AY03Process,AY03Fail,AY03ATIFail
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01844,2/22/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01845,4/18/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01846,4/18/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01847,4/18/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01848,4/18/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01849,4/18/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01850,4/18/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01851,4/19/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01852,4/19/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01853,4/19/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01854,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01855,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01856,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01857,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01858,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01859,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01860,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01861,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01862,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01863,4/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01864,4/29/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01865,4/29/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01866,4/29/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01867,4/29/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01868,4/29/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01869,6/13/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01870,6/13/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01871,10/7/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01872,10/7/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01873,10/13/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01874,10/13/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01875,10/13/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01876,10/13/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01877,10/13/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01878,10/17/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01879,10/17/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01880,10/17/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01881,10/17/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01882,10/17/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01883,10/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01884,10/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01885,10/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01886,10/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01887,10/25/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01888,11/7/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01889,11/7/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01890,11/7/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01891,11/7/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01892,11/7/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01893,11/7/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01894,11/7/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01895,11/15/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01896,11/15/2016,ATI,Fail,Lifted Pin ,J4,,,AY03Process,AY03Fail,AY03ATIFail
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01897,11/21/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01898,11/21/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01899,11/21/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01900,11/21/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01901,11/21/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01902,11/22/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01903,11/22/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01904,11/22/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01905,11/22/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1280-RC-BDU-PROD,BDU01906,11/22/2016,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
LRU,AY01-RC-BDU22-TR2,12345678,4/19/2017,Final QC,Pass,,,,,AY01Process,AY01Fail,TstPass
SubAssembly,AY02-BEA_TSPCU-BACK,87654321,4/20/2017,QC,Fail,Calibration,,,,AY02Process,AY02Fail,AY02QCFail
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU001,4/20/2017,QC,Fail,Label,Incorrect Data,,,AY03Process,AY03Fail,AY03QCFail
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU002,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU003,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU003,4/21/2017,ATI,Fail,Solder Short,,,,AY03Process,AY03Fail,AY03ATIFail
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU004,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU005,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU006,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU007,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU008,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU009,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU010,4/21/2017,ATI,Fail,Missing Component,U25,,,AY03Process,AY03Fail,AY03ATIFail
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU011,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU012,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU013,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU014,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU015,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU016,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU017,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU018,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU019,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU020,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU021,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU022,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU023,4/21/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
SubAssembly,AY02-RC-ECU-HSIO,1234567,4/22/2017,Inspection,Fail,Missing Component,No Connectors,,,AY02Process,AY02Fail,AY02InspFail
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU024,4/25/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU025,4/25/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU026,4/25/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU027,4/25/2017,ATI,Fail,Wrong Component,"Wrong Diode, D7",,,AY03Process,AY03Fail,AY03ATIFail
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU028,4/25/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU029,4/25/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU030,4/25/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU031,4/25/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
PCBA,AY03-PCB1465-RC-DEU-PROD,DEU032,4/25/2017,ATI,Pass,,,,,AY03Process,AY03Fail,Pass
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
,,,,,,,,,,Process,Fail,Fail
